,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
127,Catharanthus trichophyllus (Baker) Pichon,Catharanthus,trichophyllus (Baker) Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Catharanthus trichophyllus,Catharanthus trichophyllus,77882-1,77882-1,Species,Manual
128,Caudanthera edulis (Edgew.) Meve & Liede,Caudanthera,edulis (Edgew.) Meve & Liede,1.0,1.0,107,1.0,"Se, S [275]",,,,,Apocynaceae,Caudanthera edulis,Caudanthera edulis,20009959-1,20009959-1,Species,Manual
129,Caudanthera sinaica (Decne.) Plowes,Caudanthera,sinaica (Decne.) Plowes,,,,,,,,0.0,95,Apocynaceae,Caudanthera sinaica,Caudanthera sinaica,986775-1,986775-1,Species,Manual
130,Cerbera manghas L.,Cerbera,manghas L.,1.0,1.0,114,1.0,[114],1.0,[114],,,Apocynaceae,Cerbera manghas,Cerbera manghas,77906-1,77906-1,Species,Manual
131,Cerbera odollam Gaertn.,Cerbera,odollam Gaertn.,1.0,1.0,115,,,,,,,Apocynaceae,Cerbera odollam,Cerbera odollam,77913-1,77913-1,Species,Manual
132,Cerberiopsis candelabra Vieill. ex Pancher & Sebert,Cerberiopsis,candelabra Vieill. ex Pancher & Sebert,,,,,,,,,,Apocynaceae,Cerberiopsis candelabra,Cerberiopsis candelabra,77931-1,77931-1,Species,Manual
133,Ceropegia bulbosa Roxb.,Ceropegia,bulbosa Roxb.,1.0,1.0,118,,,,,,,Apocynaceae,Ceropegia bulbosa,Ceropegia bulbosa,95492-1,95492-1,Species,Manual
134,Ceropegia fusca Bolle,Ceropegia,fusca Bolle,,,,,,,,,,Apocynaceae,Ceropegia fusca,Ceropegia fusca,95585-1,95585-1,Species,Manual
135,Ceropegia juncea Roxb.,Ceropegia,juncea Roxb.,1.0,1.0,117,,,,,,,Apocynaceae,Ceropegia juncea,Ceropegia juncea,95629-1,95629-1,Species,Manual
136,Ceropegia media (H. Huber) Ansari,Ceropegia,media (H. Huber) Ansari,1.0,1.0,121,,,,,,,Apocynaceae,Ceropegia media,Ceropegia media,95667-1,95667-1,Species,Manual
137,"Ceropegia sahyadrica var. karulensis (Punekar, Tamhankar, Lakshmin., Kumaran, Raut, S. K. Srivast. & Kavade) Kambale & S. R. Yadav",Ceropegia,"sahyadrica var. karulensis (Punekar, Tamhankar, Lakshmin., Kumaran, Raut, S. K. Srivast. & Kavade) Kambale & S. R. Yadav",1.0,1.0,120,,,,,,,Apocynaceae,Ceropegia sahyadrica var. karulensis,Ceropegia sahyadrica,95755-1,77202358-1,Variety,Manual
138,Chilocarpus costatus Miq.,Chilocarpus,costatus Miq.,,,,,,,,1.0,122,Apocynaceae,Chilocarpus costatus,Chilocarpus costatus,77967-1,77967-1,Species,Manual
139,Chloropetalum denticulatum (Vahl) Morillo,Chloropetalum,denticulatum (Vahl) Morillo,1.0,1.0,53,,,,,,,Apocynaceae,Chloropetalum denticulatum,Chloropetalum denticulatum,77206440-1,77206440-1,Species,Manual
140,Chonemorpha fragrans (Moon) Alston,Chonemorpha,fragrans (Moon) Alston,1.0,1.0,124,,,1.0,"Wp, R [79]",,,Apocynaceae,Chonemorpha fragrans,Chonemorpha fragrans,78008-1,78008-1,Species,Manual
141,Cionura erecta (L.) Griseb.,Cionura,erecta (L.) Griseb.,,,,,,,,,,Apocynaceae,Cionura erecta,Cionura erecta,95869-1,95869-1,Species,Manual
142,Condylocarpon isthmicum (Vell.) A. DC.,Condylocarpon,isthmicum (Vell.) A. DC.,,,,,,,,0.0,66,Apocynaceae,Condylocarpon isthmicum,Condylocarpon isthmicum,1190728-2,1190728-2,Species,Manual
143,Cosmostigma cordatum (Poir.) M. R. Almeida,Cosmostigma,cordatum (Poir.) M. R. Almeida,1.0,1.0,119,,,,,,,Apocynaceae,Cosmostigma cordatum,Cosmostigma cordatum,20008971-1,20008971-1,Species,Manual
144,Craspidospermum verticillatum Bojer ex Decne.,Craspidospermum,verticillatum Bojer ex Decne.,1.0,1.0,126,,,,,,,Apocynaceae,Craspidospermum verticillatum,Craspidospermum verticillatum,78180-1,78180-1,Species,Manual
145,Crioceras dipladeniiflorus (Stapf) K. Schum.,Crioceras,dipladeniiflorus (Stapf) K. Schum.,1.0,1.0,126,,,,,,,Apocynaceae,Crioceras dipladeniiflorus,Crioceras dipladeniiflorus,78181-1,78181-1,Species,Manual
146,Cryptolepis apiculata K. Schum.,Cryptolepis,apiculata K. Schum.,1.0,0.0,284,,,,,,,Apocynaceae,Cryptolepis apiculata,Cryptolepis apiculata,95909-1,95909-1,Species,Manual
147,Cryptolepis buchananii R. Br. ex Roem. & Schult.,Cryptolepis,buchananii R. Br. ex Roem. & Schult.,1.0,1.0,119,,,,,,,Apocynaceae,Cryptolepis buchananii,Cryptolepis buchananii,95915-1,95915-1,Species,Manual
148,Cryptolepis capensis Schltr.,Cryptolepis,capensis Schltr.,1.0,0.0,284,,,,,,,Apocynaceae,Cryptolepis capensis,Cryptolepis capensis,95917-1,95917-1,Species,Manual
149,Cryptolepis cryptolepioides (SChltr.) Bullock,Cryptolepis,cryptolepioides (SChltr.) Bullock,1.0,0.0,284,,,,,,,Apocynaceae,Cryptolepis cryptolepioides,Cryptolepis cryptolepioides,95918-1,95918-1,Species,Manual
150,Cryptolepis decidua (Planch. ex Benth.) N. E. Br.,Cryptolepis,decidua (Planch. ex Benth.) N. E. Br.,1.0,1.0,150,,,,,,,Apocynaceae,Cryptolepis decidua,Cryptolepis decidua,95920-1,95920-1,Species,Manual
151,Cryptolepis hypoglauca K. Schum.,Cryptolepis,hypoglauca K. Schum.,1.0,1.0,284,,,,,,,Apocynaceae,Cryptolepis hypoglauca,Cryptolepis hypoglauca,95931-1,95931-1,Species,Manual
152,Cryptolepis nigrescens (Wennberg) L. Joubert & Bruyns,Cryptolepis,nigrescens (Wennberg) L. Joubert & Bruyns,1.0,1.0,290,1.0,L [193],,,0.0,146,Apocynaceae,Cryptolepis nigrescens,Cryptolepis nigrescens,77158572-1,77158572-1,Species,Manual
153,Cryptolepis obtusa N. E. Br.,Cryptolepis,obtusa N. E. Br.,1.0,0.0,284,,,,,,,Apocynaceae,Cryptolepis obtusa,Cryptolepis obtusa,95945-1,95945-1,Species,Manual
154,Cryptolepis sanguinolenta (Lindl.) Schltr.,Cryptolepis,sanguinolenta (Lindl.) Schltr.,1.0,1.0,"KN, 127",1.0,R [128],,,1.0,127,Apocynaceae,Cryptolepis sanguinolenta,Cryptolepis sanguinolenta,95951-1,95951-1,Species,Manual
155,Cryptostegia grandiflora (Roxb.) R. Br.,Cryptostegia,grandiflora (Roxb.) R. Br.,,,,,,,,,,Apocynaceae,Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species,Manual
156,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,madagascariensis Bojer ex Decne.,,,,,,,,,,Apocynaceae,Cryptostegia madagascariensis,Cryptostegia madagascariensis,95963-1,95963-1,Species,Manual
157,Cynanchum maximoviczii Pobed.,Cynanchum,maximoviczii Pobed.,1.0,1.0,132,,,,,,,Apocynaceae,Cynanchum maximoviczii,Cynanchum maximoviczii,96387-1,96387-1,Species,Manual
158,Cynanchum menarandrense Jum. & H.Perrier,Cynanchum,menarandrense Jum. & H.Perrier,,,,,,,,,,Apocynaceae,Cynanchum menarandrense,Cynanchum menarandrense,96394-1,96394-1,Species,Manual
159,Cynanchum otophyllum C.K.Schneid.,Cynanchum,otophyllum C.K.Schneid.,1.0,1.0,KN,,,,,,,Apocynaceae,Cynanchum otophyllum,Cynanchum otophyllum,96460-1,96460-1,Species,Manual
160,Cynanchum wallichii Wight,Cynanchum,wallichii Wight,1.0,1.0,KN,,,,,,,Apocynaceae,Cynanchum wallichii,Cynanchum wallichii,96692-1,96692-1,Species,Manual
161,Cynanchum wilfordii (Maxim.) Hook. f.,Cynanchum,wilfordii (Maxim.) Hook. f.,1.0,1.0,131,,,,,,,Apocynaceae,Cynanchum wilfordii,Cynanchum wilfordii,96697-1,96697-1,Species,Manual
162,Decalepis arayalpathra (J. Joseph & V. Chandras.) Venter,Decalepis,arayalpathra (J. Joseph & V. Chandras.) Venter,1.0,1.0,139,,,,,,,Apocynaceae,Decalepis arayalpathra,Decalepis arayalpathra,998076-1,998076-1,Species,Manual
163,Decalepis hamiltonii Wight & Arn.,Decalepis,hamiltonii Wight & Arn.,1.0,1.0,293,,,,,,,Apocynaceae,Decalepis hamiltonii,Decalepis hamiltonii,96807-1,96807-1,Species,Manual
164,Decalepis nervosa (Wight & Arn.) Venter,Decalepis,nervosa (Wight & Arn.) Venter,1.0,1.0,138,,,,,,,Apocynaceae,Decalepis nervosa,Decalepis nervosa,998075-1,998075-1,Species,Manual
165,Desmidorchis aucheriana (Decne.) Kuntze,Desmidorchis,aucheriana (Decne.) Kuntze,,,,,,,,,,Apocynaceae,Desmidorchis aucheriana,Desmidorchis aucheriana,96815-1,96815-1,Species,Manual
166,Desmidorchis flava (N.E.Br.) Meve & Liede,Desmidorchis,flava (N.E.Br.) Meve & Liede,,,,,,,,,,Apocynaceae,Desmidorchis flava,Desmidorchis flava,20009963-1,20009963-1,Species,Manual
167,Desmidorchis penicillata (Deflers) Plowes,Desmidorchis,penicillata (Deflers) Plowes,,,,,,,,1.0,92,Apocynaceae,Desmidorchis penicillata,Desmidorchis penicillata,986779-1,986779-1,Species,Manual
168,Desmidorchis retrospiciens Ehrenb.,Desmidorchis,retrospiciens Ehrenb.,,,,,,,,0.0,91,Apocynaceae,Desmidorchis retrospiciens,Desmidorchis retrospiciens,96827-1,96827-1,Species,Manual
169,Dictyophleba lucida (K. Schum) Pierre,Dictyophleba,lucida (K. Schum) Pierre,1.0,1.0,140,,,,,,,Apocynaceae,Dictyophleba lucida,Dictyophleba lucida,78221-1,78221-1,Species,Manual
170,Diplorhynchus condylocarpon (Müll. Arg.) Pichon,Diplorhynchus,condylocarpon (Müll. Arg.) Pichon,1.0,1.0,KN,1.0,SB [125],,,0.0,100,Apocynaceae,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,78310-1,78310-1,Species,Manual
171,Dischidia formosana Maxim.,Dischidia,formosana Maxim.,1.0,1.0,237,,,,,,,Apocynaceae,Dischidia formosana,Dischidia formosana,96939-1,96939-1,Species,Manual
172,Ditassa eximia Decne.,Ditassa,eximia Decne.,1.0,1.0,144,,,,,,,Apocynaceae,Ditassa eximia,Ditassa eximia,97123-1,97123-1,Species,Manual
173,Ditassa lenheirensis Silveira,Ditassa,lenheirensis Silveira,1.0,1.0,144,,,,,,,Apocynaceae,Ditassa lenheirensis,Ditassa lenheirensis,82462-2,82462-2,Species,Manual
174,Dregea sinensis Hemsl,Dregea,sinensis Hemsl,,,,,,,,,,Apocynaceae,Dregea sinensis,Dregea sinensis,97241-1,97241-1,Species,Manual
175,Dregea sinensis var. corrugata (C.K.Schneid.) Y.Tsiang & P.T.Li,Dregea,sinensis var. corrugata (C.K.Schneid.) Y.Tsiang & P.T.Li,,,,,,,,,,Apocynaceae,Dregea sinensis var. corrugata,Dregea sinensis,97241-1,874569-1,Variety,Manual
176,Dyera costulata (Miq.) Hook. F.,Dyera,costulata (Miq.) Hook. F.,1.0,1.0,"KN, 90",,,,,1.0,90/KN/336,Apocynaceae,Dyera costulata,Dyera costulata,78323-1,78323-1,Species,Manual
177,Echites panduratus,Echites,panduratus,1.0,1.0,"143, 282",,,,,,,Apocynaceae,Echites panduratus,Echites panduratus,88698-2,88698-2,Species,Manual
178,Echites umbellatus Jacq.,Echites,umbellatus Jacq.,1.0,1.0,"143, 144, 330",,,,,,,Apocynaceae,Echites umbellatus,Echites umbellatus,78821-1,78821-1,Species,Manual
179,Echites yucatanensis Millsp. ex Standl.,Echites,yucatanensis Millsp. ex Standl.,1.0,,143,,,,,,,Apocynaceae,Echites yucatanensis,Echites yucatanensis,88766-2,88766-2,Species,Manual
180,Epigynum auritum (C.K.Schneid.) Tsiang & P.T.Li,Epigynum,auritum (C.K.Schneid.) Tsiang & P.T.Li,1.0,,143,,,,,,,Apocynaceae,Epigynum auritum,Epigynum auritum,78866-1,78866-1,Species,Manual
181,Epigynum cochinchinensis (Pierre) D.J.Middleton,Epigynum,cochinchinensis (Pierre) D.J.Middleton,,,,,,,,,,Apocynaceae,Epigynum cochinchinensis,Epigynum cochinchinensis,977405-1,977405-1,Species,Manual
182,Eucorymbia alba Stapf,Eucorymbia,alba Stapf,1.0,1.0,144,,,,,,,Apocynaceae,Eucorymbia alba,Eucorymbia alba,78988-1,78988-1,Species,Manual
183,Fischeria stellata (Vell.) E. Fourn.,Fischeria,stellata (Vell.) E. Fourn.,1.0,1.0,53,1.0,L [316],,,,,Apocynaceae,Fischeria stellata,Fischeria stellata,97427-1,97427-1,Species,Manual
184,Funtumia africana (Benth.) Stapf,Funtumia,africana (Benth.) Stapf,1.0,1.0,346,1.0,"R [148] [325, 328]",,,1.0,"149, 325",Apocynaceae,Funtumia africana,Funtumia africana,79098-1,79098-1,Species,Manual
185,Funtumia elastica (Preuss) Stapf,Funtumia,elastica (Preuss) Stapf,1.0,1.0,145,1.0,SB [147],,,1.0,145,Apocynaceae,Funtumia elastica,Funtumia elastica,79099-1,79099-1,Species,Manual
186,Galactophora schomburgkiana,Galactophora,schomburgkiana,1.0,1.0,144,,,,,,,Apocynaceae,Galactophora schomburgkiana,Galactophora schomburgkiana,106756-2,106756-2,Species,Manual
187,Geissospermum argenteum Woodson,Geissospermum,argenteum Woodson,1.0,1.0,KN,1.0,B [19/20/21] U [311],,,1.0,"20, KN/300",Apocynaceae,Geissospermum argenteum,Geissospermum argenteum,108063-2,108063-2,Species,Manual
188,Geissospermum laeve (Vell.) Miers,Geissospermum,laeve (Vell.) Miers,1.0,1.0,18,1.0,SB [18] B [21] B [319],,,1.0,18,Apocynaceae,Geissospermum laeve,Geissospermum laeve,79123-1,79123-1,Species,Manual
189,Geissospermum reticulatum A. H. Gentry,Geissospermum,reticulatum A. H. Gentry,1.0,1.0,24,1.0,329,,,,,Apocynaceae,Geissospermum reticulatum,Geissospermum reticulatum,277356-2,277356-2,Species,Manual
190,Geissospermum sericeum Miers,Geissospermum,sericeum Miers,1.0,1.0,"KN, 21",1.0,B [21/312],1.0,B [313],1.0,21/296,Apocynaceae,Geissospermum sericeum,Geissospermum sericeum,1006780-1,1006780-1,Species,Manual
191,Geissospermum urceolatum A. H. Gentry,Geissospermum,urceolatum A. H. Gentry,1.0,1.0,45,1.0,329,,,,,Apocynaceae,Geissospermum urceolatum,Geissospermum urceolatum,277357-2,277357-2,Species,Manual
192,Glossostelma carsonii (N. E. Br.) Bullock,Glossostelma,carsonii (N. E. Br.) Bullock,,,,,,,,,,Apocynaceae,Glossostelma carsonii,Glossostelma carsonii,97547-1,97547-1,Species,Manual
193,Gomphocarpus fruticosus (L.) W.T.Aiton,Gomphocarpus,fruticosus (L.) W.T.Aiton,,,,,,,,0.0,92/100,Apocynaceae,Gomphocarpus fruticosus,Gomphocarpus fruticosus,97610-1,97610-1,Species,Manual
194,Gomphocarpus semilunatus A. Rich.,Gomphocarpus,semilunatus A. Rich.,,,,1.0,[34],,,0.0,34,Apocynaceae,Gomphocarpus semilunatus,Gomphocarpus semilunatus,97692-1,97692-1,Species,Manual
195,Gomphocarpus sinaicus Boiss.,Gomphocarpus,sinaicus Boiss.,,,,,,,,,,Apocynaceae,Gomphocarpus sinaicus,Gomphocarpus sinaicus,97698-1,97698-1,Species,Manual
196,Gongronema napalense (Wall.) Decne.,Gongronema,napalense (Wall.) Decne.,,,,,,,,0.0,153,Apocynaceae,Gongronema napalense,Gongronema napalense,97744-1,97744-1,Species,Manual
197,Gonioma kamassi E. Mey.,Gonioma,kamassi E. Mey.,1.0,1.0,156,,,,,,,Apocynaceae,Gonioma kamassi,Gonioma kamassi,79133-1,79133-1,Species,Manual
198,Gonioma malagasy Markgr. & Boiteau,Gonioma,malagasy Markgr. & Boiteau,1.0,1.0,155,,,,,0.0,155,Apocynaceae,Gonioma malagasy,Gonioma malagasy,79134-1,79134-1,Species,Manual
199,Gymnema decaisneanum Wight,Gymnema,decaisneanum Wight,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema decaisneanum,Gymnema decaisneanum,98158-1,98158-1,Species,Manual
200,Gymnema elegans Wight & Arn.,Gymnema,elegans Wight & Arn.,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema elegans,Gymnema elegans,98160-1,98160-1,Species,Manual
201,Gymnema griffithii Craib,Gymnema,griffithii Craib,,,,,,,,,,Apocynaceae,Gymnema griffithii,Gymnema griffithii,98170-1,98170-1,Species,Manual
202,Gymnema inodorum (Lour.) Decne.,Gymnema,inodorum (Lour.) Decne.,,,,,,,,1.0,157,Apocynaceae,Gymnema inodorum,Gymnema inodorum,98176-1,98176-1,Species,Manual
203,Gymnema latifolium Wall. ex Wight,Gymnema,latifolium Wall. ex Wight,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema latifolium,Gymnema latifolium,98182-1,98182-1,Species,Manual
204,Gymnema sylvestre (Retz.) R. Br. ex Sm.,Gymnema,sylvestre (Retz.) R. Br. ex Sm.,1.0,1.0,119/158,,,,,0.0,101,Apocynaceae,Gymnema sylvestre,Gymnema sylvestre,60454719-2,60454719-2,Species,Manual
205,Gymnema yunnanense Tsiang,Gymnema,yunnanense Tsiang,1.0,1.0,347,,,,,,,Apocynaceae,Gymnema yunnanense,Gymnema yunnanense,98238-1,98238-1,Species,Manual
206,Hancornia speciosa Gomes,Hancornia,speciosa Gomes,1.0,1.0,160,,,,,0.0,66,Apocynaceae,Hancornia speciosa,Hancornia speciosa,328991-2,328991-2,Species,Manual
207,Haplophyton cimicidum A. DC.,Haplophyton,cimicidum A. DC.,1.0,1.0,"KN, 162",,,,,,,Apocynaceae,Haplophyton cimicidum,Haplophyton cimicidum,79244-1,79244-1,Species,Manual
208,Haplophyton crooksi (L. D. Benson) L. D. Benson,Haplophyton,crooksi (L. D. Benson) L. D. Benson,1.0,1.0,"KN, 161",,,,,,,Apocynaceae,Haplophyton crooksii,Haplophyton crooksii,117868-2,117868-2,Species,Manual
209,Hemidesmus indicus (L.) R. Br.,Hemidesmus,indicus (L.) R. Br.,1.0,1.0,"119, 335",,,,,0.0,163,Apocynaceae,Hemidesmus indicus,Hemidesmus indicus,60443873-2,60443873-2,Species,Manual
210,Heterostemma brownii Hayata,Heterostemma,brownii Hayata,1.0,1.0,KN,,,,,,,Apocynaceae,Heterostemma brownii,Heterostemma brownii,98277-1,98277-1,Species,Manual
211,Himatanthus articulatus (Vahl) Woodson,Himatanthus,articulatus (Vahl) Woodson,1.0,1.0,30,1.0,La [19] U [23/28/54],1.0,[311],0.0,22/29,Apocynaceae,Himatanthus articulatus,Himatanthus articulatus,122688-2,122688-2,Species,Manual
212,Himatanthus attenuatus (Benth.) Woodson,Himatanthus,attenuatus (Benth.) Woodson,1.0,1.0,43,,,,,,,Apocynaceae,Himatanthus attenuatus,Himatanthus attenuatus,122689-2,122689-2,Species,Manual
213,Himatanthus bracteatus (A. DC.) Woodson,Himatanthus,bracteatus (A. DC.) Woodson,1.0,1.0,27,1.0,B [313],1.0,B [313],,,Apocynaceae,Himatanthus bracteatus,Himatanthus bracteatus,122690-2,122690-2,Species,Manual
214,Himatanthus drasticus (Mart.) Plumel,Himatanthus,drasticus (Mart.) Plumel,1.0,1.0,31,,,,,,,Apocynaceae,Himatanthus drasticus,Himatanthus drasticus,962260-1,962260-1,Species,Manual
215,Himatanthus obovatus (Müll. Arg.) Woodson,Himatanthus,obovatus (Müll. Arg.) Woodson,,,,,,,,0.0,66,Apocynaceae,Himatanthus obovatus,Himatanthus obovatus,122692-2,122692-2,Species,Manual
216,Himatanthus revolutus (Huber) Spina & Kin.-Gouv.,Himatanthus,revolutus (Huber) Spina & Kin.-Gouv.,,,,1.0,B [54],,,,,Apocynaceae,Himatanthus revolutus,Himatanthus revolutus,77136056-1,77136056-1,Species,Manual
217,Himatanthus tarapotensis (K. Schum. Ex Markgr.) Plumel,Himatanthus,tarapotensis (K. Schum. Ex Markgr.) Plumel,1.0,1.0,44,1.0,329,,,,,Apocynaceae,Himatanthus tarapotensis,Himatanthus tarapotensis,962262-1,962262-1,Species,Manual
218,Holarrhena congolensis Stapf,Holarrhena,congolensis Stapf,1.0,1.0,167,,,,,,,Apocynaceae,Holarrhena congolensis,Holarrhena congolensis,79294-1,79294-1,Species,Manual
219,Holarrhena curtisii King & Gamble,Holarrhena,curtisii King & Gamble,1.0,1.0,168,,,,,,,Apocynaceae,Holarrhena curtisii,Holarrhena curtisii,79297-1,79297-1,Species,Manual
220,Holarrhena floribunda (G. Don) T. Durand & Schinz,Holarrhena,floribunda (G. Don) T. Durand & Schinz,1.0,1.0,"KN, 166",1.0,[200],,,,,Apocynaceae,Holarrhena floribunda,Holarrhena floribunda,79302-1,79302-1,Species,Manual
221,Holarrhena mitis (Vahl) R. Br. Ex Roem. & Schult.,Holarrhena,mitis (Vahl) R. Br. Ex Roem. & Schult.,1.0,1.0,KN,,,,,,,Apocynaceae,Holarrhena mitis,Holarrhena mitis,79311-1,79311-1,Species,Manual
222,Holarrhena pubescens Wal. ex G. Don,Holarrhena,pubescens Wal. ex G. Don,1.0,1.0,"KN, 36, 330",1.0,R [125] [325],1.0,[79],1.0,36,Apocynaceae,Holarrhena pubescens,Holarrhena pubescens,79318-1,79318-1,Species,Manual
223,Hoodia gordonii (Masson) Sweet ex Decne.,Hoodia,gordonii (Masson) Sweet ex Decne.,1.0,1.0,169,,,,,,,Apocynaceae,Hoodia gordonii,Hoodia gordonii,98342-1,98342-1,Species,Manual
224,Hoya carnosa (L.f.) R.Br.,Hoya,carnosa (L.f.) R.Br.,,,,,,,,,,Apocynaceae,Hoya carnosa,Hoya carnosa,107308-3,107308-3,Species,Manual
225,Hoya kerrii Craib,Hoya,kerrii Craib,,,,,,,,,,Apocynaceae,Hoya kerrii,Hoya kerrii,98512-1,98512-1,Species,Manual
226,Hoya longifolia Wall. ex Wight,Hoya,longifolia Wall. ex Wight,,,,,,,,,,Apocynaceae,Hoya longifolia,Hoya longifolia,98543-1,98543-1,Species,Manual
227,Hoya verticillata var. verticillata,Hoya,verticillata var. verticillata,1.0,1.0,170,,,,,,,Apocynaceae,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,77173117-1,Variety,Manual
228,Hunteria congolana Pichon,Hunteria,congolana Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Hunteria congolana,Hunteria congolana,79342-1,79342-1,Species,Manual
229,Hunteria umbellata (K. Schum.) Hallier f.,Hunteria,umbellata (K. Schum.) Hallier f.,1.0,1.0,"KN, 286",1.0,SB [147],,,1.0,147,Apocynaceae,Hunteria umbellata,Hunteria umbellata,79368-1,79368-1,Species,Manual
230,Hunteria zeylanica (Retz.) Gardner ex Thwaites,Hunteria,zeylanica (Retz.) Gardner ex Thwaites,1.0,1.0,171,,,,,1.0,171,Apocynaceae,Hunteria zeylanica,Hunteria zeylanica,79369-1,79369-1,Species,Manual
231,Ichnocarpus frutescens,Ichnocarpus,frutescens,1.0,1.0,172,,,1.0,[79],,,Apocynaceae,Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species,Manual
232,Ischnolepis natalensis (Schltr.) Venter,Ischnolepis,natalensis (Schltr.) Venter,1.0,1.0,144,,,,,,,Apocynaceae,Ischnolepis natalensis,Ischnolepis natalensis,20003295-1,20003295-1,Species,Manual
233,Jasminanthes mucronata (Blanco) W.D.Stevens & P.T.Li,Jasminanthes,mucronata (Blanco) W.D.Stevens & P.T.Li,1.0,1.0,"342, 343, 344, 345",,,,,,,Apocynaceae,Jasminanthes mucronata,Jasminanthes mucronata,982441-1,982441-1,Species,Manual
234,Kanahia laniflora (Forssk.) R. Br.,Kanahia,laniflora (Forssk.) R. Br.,,,,,,,,0.0,173,Apocynaceae,Kanahia laniflora,Kanahia laniflora,98887-1,98887-1,Species,Manual
235,Kibatalia gitingensis (Elmer) Woodson,Kibatalia,gitingensis (Elmer) Woodson,1.0,1.0,KN,,,,,,,Apocynaceae,Kibatalia gitingensis,Kibatalia gitingensis,79454-1,79454-1,Species,Manual
236,Kibatalia laurifolia (Ridl.) Woodson,Kibatalia,laurifolia (Ridl.) Woodson,1.0,1.0,174,,,,,,,Apocynaceae,Kibatalia laurifolia,Kibatalia laurifolia,79456-1,79456-1,Species,Manual
237,Kibatalia macrophylla (Pierre ex Hua) Woodson,Kibatalia,macrophylla (Pierre ex Hua) Woodson,1.0,1.0,277,,,,,,,Apocynaceae,Kibatalia macrophylla,Kibatalia macrophylla,79460-1,79460-1,Species,Manual
238,Kopsia arborea Blume,Kopsia,arborea Blume,1.0,1.0,177,,,,,,,Apocynaceae,Kopsia arborea,Kopsia arborea,79490-1,79490-1,Species,Manual
239,Kopsia dasyrachis Ridl.,Kopsia,dasyrachis Ridl.,1.0,1.0,176,,,,,1.0,113,Apocynaceae,Kopsia dasyrachis,Kopsia dasyrachis,79494-1,79494-1,Species,Manual
240,Kopsia deverrei L. Allorge,Kopsia,deverrei L. Allorge,1.0,1.0,187,,,,,,,Apocynaceae,Kopsia deverrei,Kopsia deverrei,929492-1,929492-1,Species,Manual
241,Kopsia flavida Blume,Kopsia,flavida Blume,1.0,1.0,183,,,,,,,Apocynaceae,Kopsia flavida,Kopsia flavida,79496-1,79496-1,Species,Manual
242,Kopsia fruticosa (Roxb.) A. DC.,Kopsia,fruticosa (Roxb.) A. DC.,1.0,1.0,"KN, 79, 90",1.0,[79],,,1.0,90,Apocynaceae,Kopsia fruticosa,Kopsia fruticosa,79497-1,79497-1,Species,Manual
243,Kopsia grandifolia D. J. Middleton,Kopsia,grandifolia D. J. Middleton,1.0,1.0,186,,,,,,,Apocynaceae,Kopsia grandifolia,Kopsia grandifolia,60436655-2,60436655-2,Species,Manual
244,Kopsia griffithii King & Gamble,Kopsia,griffithii King & Gamble,1.0,1.0,179,,,,,,,Apocynaceae,Kopsia griffithii,Kopsia griffithii,79499-1,79499-1,Species,Manual
245,Kopsia hainanensis Tsiang,Kopsia,hainanensis Tsiang,1.0,1.0,178,,,,,,,Apocynaceae,Kopsia hainanensis,Kopsia hainanensis,79500-1,79500-1,Species,Manual
246,Kopsia lapidilecta Sleesen,Kopsia,lapidilecta Sleesen,1.0,1.0,189,,,,,,,Apocynaceae,Kopsia lapidilecta,Kopsia lapidilecta,79507-1,79507-1,Species,Manual
