,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
132,Cerberiopsis candelabra Vieill. ex Pancher & Sebert,Cerberiopsis,candelabra Vieill. ex Pancher & Sebert,,,,,,,,,,Apocynaceae,Cerberiopsis candelabra,Cerberiopsis candelabra,77931-1,77931-1,Species
133,Ceropegia bulbosa Roxb.,Ceropegia,bulbosa Roxb.,Yes,Yes,118,,,,,,,Apocynaceae,Ceropegia bulbosa,Ceropegia bulbosa,95492-1,95492-1,Species
134,Ceropegia fusca Bolle,Ceropegia,fusca Bolle,,,,,,,,,,Apocynaceae,Ceropegia fusca,Ceropegia fusca,95585-1,95585-1,Species
135,Ceropegia juncea Roxb.,Ceropegia,juncea Roxb.,Yes,Yes,117,,,,,,,Apocynaceae,Ceropegia juncea,Ceropegia juncea,95629-1,95629-1,Species
136,Ceropegia media (H. Huber) Ansari,Ceropegia,media (H. Huber) Ansari,Yes,Yes,121,,,,,,,Apocynaceae,Ceropegia media,Ceropegia media,95667-1,95667-1,Species
137,"Ceropegia sahyadrica var. karulensis (Punekar, Tamhankar, Lakshmin., Kumaran, Raut, S. K. Srivast. & Kavade) Kambale & S. R. Yadav",Ceropegia,"sahyadrica var. karulensis (Punekar, Tamhankar, Lakshmin., Kumaran, Raut, S. K. Srivast. & Kavade) Kambale & S. R. Yadav",Yes,Yes,120,,,,,,,Apocynaceae,Ceropegia sahyadrica var. karulensis,Ceropegia sahyadrica,95755-1,77202358-1,Variety
138,Chilocarpus costatus Miq.,Chilocarpus,costatus Miq.,,,,,,,,Active,122,Apocynaceae,Chilocarpus costatus,Chilocarpus costatus,77967-1,77967-1,Species
139,Chloropetalum denticulatum (Vahl) Morillo,Chloropetalum,denticulatum (Vahl) Morillo,Yes,Yes,53,,,,,,,Apocynaceae,Chloropetalum denticulatum,Chloropetalum denticulatum,77206440-1,77206440-1,Species
140,Chonemorpha fragrans (Moon) Alston,Chonemorpha,fragrans (Moon) Alston,Yes,Yes,124,,,Yes,"Wp, R [79]",,,Apocynaceae,Chonemorpha fragrans,Chonemorpha fragrans,78008-1,78008-1,Species
141,Cionura erecta (L.) Griseb.,Cionura,erecta (L.) Griseb.,,,,,,,,,,Apocynaceae,Cionura erecta,Cionura erecta,95869-1,95869-1,Species
142,Condylocarpon isthmicum (Vell.) A. DC.,Condylocarpon,isthmicum (Vell.) A. DC.,,,,,,,,Inactive,66,Apocynaceae,Condylocarpon isthmicum,Condylocarpon isthmicum,1190728-2,1190728-2,Species
143,Cosmostigma cordatum (Poir.) M. R. Almeida,Cosmostigma,cordatum (Poir.) M. R. Almeida,Yes,Yes,119,,,,,,,Apocynaceae,Cosmostigma cordatum,Cosmostigma cordatum,20008971-1,20008971-1,Species
144,Craspidospermum verticillatum Bojer ex Decne.,Craspidospermum,verticillatum Bojer ex Decne.,Yes,Yes,126,,,,,,,Apocynaceae,Craspidospermum verticillatum,Craspidospermum verticillatum,78180-1,78180-1,Species
145,Crioceras dipladeniiflorus (Stapf) K. Schum.,Crioceras,dipladeniiflorus (Stapf) K. Schum.,Yes,Yes,126,,,,,,,Apocynaceae,Crioceras dipladeniiflorus,Crioceras dipladeniiflorus,78181-1,78181-1,Species
146,Cryptolepis apiculata K. Schum.,Cryptolepis,apiculata K. Schum.,Yes,No,284,,,,,,,Apocynaceae,Cryptolepis apiculata,Cryptolepis apiculata,95909-1,95909-1,Species
147,Cryptolepis buchananii R. Br. ex Roem. & Schult.,Cryptolepis,buchananii R. Br. ex Roem. & Schult.,Yes,Yes,119,,,,,,,Apocynaceae,Cryptolepis buchananii,Cryptolepis buchananii,95915-1,95915-1,Species
148,Cryptolepis capensis Schltr.,Cryptolepis,capensis Schltr.,Yes,No,284,,,,,,,Apocynaceae,Cryptolepis capensis,Cryptolepis capensis,95917-1,95917-1,Species
149,Cryptolepis cryptolepioides (SChltr.) Bullock,Cryptolepis,cryptolepioides (SChltr.) Bullock,Yes,No,284,,,,,,,Apocynaceae,Cryptolepis cryptolepioides,Cryptolepis cryptolepioides,95918-1,95918-1,Species
150,Cryptolepis decidua (Planch. ex Benth.) N. E. Br.,Cryptolepis,decidua (Planch. ex Benth.) N. E. Br.,Yes,Yes,150,,,,,,,Apocynaceae,Cryptolepis decidua,Cryptolepis decidua,95920-1,95920-1,Species
151,Cryptolepis hypoglauca K. Schum.,Cryptolepis,hypoglauca K. Schum.,Yes,Yes,284,,,,,,,Apocynaceae,Cryptolepis hypoglauca,Cryptolepis hypoglauca,95931-1,95931-1,Species
152,Cryptolepis nigrescens (Wennberg) L. Joubert & Bruyns,Cryptolepis,nigrescens (Wennberg) L. Joubert & Bruyns,Yes,Yes,290,Yes,L [193],,,Inactive,146,Apocynaceae,Cryptolepis nigrescens,Cryptolepis nigrescens,77158572-1,77158572-1,Species
153,Cryptolepis obtusa N. E. Br.,Cryptolepis,obtusa N. E. Br.,Yes,No,284,,,,,,,Apocynaceae,Cryptolepis obtusa,Cryptolepis obtusa,95945-1,95945-1,Species
154,Cryptolepis sanguinolenta (Lindl.) Schltr.,Cryptolepis,sanguinolenta (Lindl.) Schltr.,Yes,Yes,"KN, 127",Yes,R [128],,,Active,127,Apocynaceae,Cryptolepis sanguinolenta,Cryptolepis sanguinolenta,95951-1,95951-1,Species
155,Cryptostegia grandiflora (Roxb.) R. Br.,Cryptostegia,grandiflora (Roxb.) R. Br.,,,,,,,,,,Apocynaceae,Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species
156,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,madagascariensis Bojer ex Decne.,,,,,,,,,,Apocynaceae,Cryptostegia madagascariensis,Cryptostegia madagascariensis,95963-1,95963-1,Species
157,Cynanchum maximoviczii Pobed.,Cynanchum,maximoviczii Pobed.,Yes,Yes,132,,,,,,,Apocynaceae,Cynanchum maximoviczii,Cynanchum maximoviczii,96387-1,96387-1,Species
158,Cynanchum menarandrense Jum. & H.Perrier,Cynanchum,menarandrense Jum. & H.Perrier,,,,,,,,,,Apocynaceae,Cynanchum menarandrense,Cynanchum menarandrense,96394-1,96394-1,Species
159,Cynanchum otophyllum C.K.Schneid.,Cynanchum,otophyllum C.K.Schneid.,Yes,Yes,KN,,,,,,,Apocynaceae,Cynanchum otophyllum,Cynanchum otophyllum,96460-1,96460-1,Species
160,Cynanchum wallichii Wight,Cynanchum,wallichii Wight,Yes,Yes,KN,,,,,,,Apocynaceae,Cynanchum wallichii,Cynanchum wallichii,96692-1,96692-1,Species
161,Cynanchum wilfordii (Maxim.) Hook. f.,Cynanchum,wilfordii (Maxim.) Hook. f.,Yes,Yes,131,,,,,,,Apocynaceae,Cynanchum wilfordii,Cynanchum wilfordii,96697-1,96697-1,Species
162,Decalepis arayalpathra (J. Joseph & V. Chandras.) Venter,Decalepis,arayalpathra (J. Joseph & V. Chandras.) Venter,Yes,Yes,139,,,,,,,Apocynaceae,Decalepis arayalpathra,Decalepis arayalpathra,998076-1,998076-1,Species
163,Decalepis hamiltonii Wight & Arn.,Decalepis,hamiltonii Wight & Arn.,Yes,Yes,293,,,,,,,Apocynaceae,Decalepis hamiltonii,Decalepis hamiltonii,96807-1,96807-1,Species
164,Decalepis nervosa (Wight & Arn.) Venter,Decalepis,nervosa (Wight & Arn.) Venter,Yes,Yes,138,,,,,,,Apocynaceae,Decalepis nervosa,Decalepis nervosa,998075-1,998075-1,Species
165,Desmidorchis aucheriana (Decne.) Kuntze,Desmidorchis,aucheriana (Decne.) Kuntze,,,,,,,,,,Apocynaceae,Desmidorchis aucheriana,Desmidorchis aucheriana,96815-1,96815-1,Species
166,Desmidorchis flava (N.E.Br.) Meve & Liede,Desmidorchis,flava (N.E.Br.) Meve & Liede,,,,,,,,,,Apocynaceae,Desmidorchis flava,Desmidorchis flava,20009963-1,20009963-1,Species
167,Desmidorchis penicillata (Deflers) Plowes,Desmidorchis,penicillata (Deflers) Plowes,,,,,,,,Active,92,Apocynaceae,Desmidorchis penicillata,Desmidorchis penicillata,986779-1,986779-1,Species
168,Desmidorchis retrospiciens Ehrenb.,Desmidorchis,retrospiciens Ehrenb.,,,,,,,,Inactive,91,Apocynaceae,Desmidorchis retrospiciens,Desmidorchis retrospiciens,96827-1,96827-1,Species
169,Dictyophleba lucida (K. Schum) Pierre,Dictyophleba,lucida (K. Schum) Pierre,Yes,Yes,140,,,,,,,Apocynaceae,Dictyophleba lucida,Dictyophleba lucida,78221-1,78221-1,Species
170,Diplorhynchus condylocarpon (Müll. Arg.) Pichon,Diplorhynchus,condylocarpon (Müll. Arg.) Pichon,Yes,Yes,KN,Yes,SB [125],,,Inactive,100,Apocynaceae,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,78310-1,78310-1,Species
171,Dischidia formosana Maxim.,Dischidia,formosana Maxim.,Yes,Yes,237,,,,,,,Apocynaceae,Dischidia formosana,Dischidia formosana,96939-1,96939-1,Species
172,Ditassa eximia Decne.,Ditassa,eximia Decne.,Yes,Yes,144,,,,,,,Apocynaceae,Ditassa eximia,Ditassa eximia,97123-1,97123-1,Species
173,Ditassa lenheirensis Silveira,Ditassa,lenheirensis Silveira,Yes,Yes,144,,,,,,,Apocynaceae,Ditassa lenheirensis,Ditassa lenheirensis,82462-2,82462-2,Species
174,Dregea sinensis Hemsl,Dregea,sinensis Hemsl,,,,,,,,,,Apocynaceae,Dregea sinensis,Dregea sinensis,97241-1,97241-1,Species
175,Dregea sinensis var. corrugata (C.K.Schneid.) Y.Tsiang & P.T.Li,Dregea,sinensis var. corrugata (C.K.Schneid.) Y.Tsiang & P.T.Li,,,,,,,,,,Apocynaceae,Dregea sinensis var. corrugata,Dregea sinensis,97241-1,874569-1,Variety
176,Dyera costulata (Miq.) Hook. F.,Dyera,costulata (Miq.) Hook. F.,Yes,Yes,"KN, 90",,,,,"Active [90, 336]",90/KN/336,Apocynaceae,Dyera costulata,Dyera costulata,78323-1,78323-1,Species
177,Echites panduratus,Echites,panduratus,Yes,Yes,"143, 282",,,,,,,Apocynaceae,Echites panduratus,Echites panduratus,88698-2,88698-2,Species
178,Echites umbellatus Jacq.,Echites,umbellatus Jacq.,Yes,Yes,"143, 144, 330",,,,,,,Apocynaceae,Echites umbellatus,Echites umbellatus,78821-1,78821-1,Species
179,Echites yucatanensis Millsp. ex Standl.,Echites,yucatanensis Millsp. ex Standl.,,,,,,,,,,Apocynaceae,Echites yucatanensis,Echites yucatanensis,88766-2,88766-2,Species
180,Epigynum auritum (C.K.Schneid.) Tsiang & P.T.Li,Epigynum,auritum (C.K.Schneid.) Tsiang & P.T.Li,,,,,,,,,,Apocynaceae,Epigynum auritum,Epigynum auritum,78866-1,78866-1,Species
181,Epigynum cochinchinensis (Pierre) D.J.Middleton,Epigynum,cochinchinensis (Pierre) D.J.Middleton,,,,,,,,,,Apocynaceae,Epigynum cochinchinensis,Epigynum cochinchinensis,977405-1,977405-1,Species
182,Eucorymbia alba Stapf,Eucorymbia,alba Stapf,Yes,Yes,144,,,,,,,Apocynaceae,Eucorymbia alba,Eucorymbia alba,78988-1,78988-1,Species
183,Fischeria stellata (Vell.) E. Fourn.,Fischeria,stellata (Vell.) E. Fourn.,Yes,Yes,53,Yes,L [316],,,,,Apocynaceae,Fischeria stellata,Fischeria stellata,97427-1,97427-1,Species
184,Funtumia africana (Benth.) Stapf,Funtumia,africana (Benth.) Stapf,Yes,Yes,346,Yes,"R [148] [325, 328]",,,Active [149],"149, 325",Apocynaceae,Funtumia africana,Funtumia africana,79098-1,79098-1,Species
185,Funtumia elastica (Preuss) Stapf,Funtumia,elastica (Preuss) Stapf,Yes,Yes,145,Yes,SB [147],,,Active,145,Apocynaceae,Funtumia elastica,Funtumia elastica,79099-1,79099-1,Species
186,Galactophora schomburgkiana,Galactophora,schomburgkiana,Yes,Yes,144,,,,,,,Apocynaceae,Galactophora schomburgkiana,Galactophora schomburgkiana,106756-2,106756-2,Species
187,Geissospermum argenteum Woodson,Geissospermum,argenteum Woodson,Yes,Yes,KN,Yes,B [19/20/21] U [311],,,Active,"20, KN/300",Apocynaceae,Geissospermum argenteum,Geissospermum argenteum,108063-2,108063-2,Species
188,Geissospermum laeve (Vell.) Miers,Geissospermum,laeve (Vell.) Miers,Yes,Yes,18,Yes,SB [18] B [21] B [319],,,Active,18,Apocynaceae,Geissospermum laeve,Geissospermum laeve,79123-1,79123-1,Species
189,Geissospermum reticulatum A. H. Gentry,Geissospermum,reticulatum A. H. Gentry,Yes,Yes,24,Yes,329,,,,,Apocynaceae,Geissospermum reticulatum,Geissospermum reticulatum,277356-2,277356-2,Species
190,Geissospermum sericeum Miers,Geissospermum,sericeum Miers,Yes,Yes,"KN, 21",Yes,B [21/312],Yes,B [313],Active [21],21/296,Apocynaceae,Geissospermum sericeum,Geissospermum sericeum,1006780-1,1006780-1,Species
191,Geissospermum urceolatum A. H. Gentry,Geissospermum,urceolatum A. H. Gentry,Yes,Yes,45,Yes,329,,,,,Apocynaceae,Geissospermum urceolatum,Geissospermum urceolatum,277357-2,277357-2,Species
192,Glossostelma carsonii (N. E. Br.) Bullock,Glossostelma,carsonii (N. E. Br.) Bullock,,,,,,,,,,Apocynaceae,Glossostelma carsonii,Glossostelma carsonii,97547-1,97547-1,Species
193,Gomphocarpus fruticosus (L.) W.T.Aiton,Gomphocarpus,fruticosus (L.) W.T.Aiton,,,,,,,,Inactive,92/100,Apocynaceae,Gomphocarpus fruticosus,Gomphocarpus fruticosus,97610-1,97610-1,Species
194,Gomphocarpus semilunatus A. Rich.,Gomphocarpus,semilunatus A. Rich.,,,,Yes,[34],,,Inactive,34,Apocynaceae,Gomphocarpus semilunatus,Gomphocarpus semilunatus,97692-1,97692-1,Species
195,Gomphocarpus sinaicus Boiss.,Gomphocarpus,sinaicus Boiss.,,,,,,,,,,Apocynaceae,Gomphocarpus sinaicus,Gomphocarpus sinaicus,97698-1,97698-1,Species
196,Gongronema napalense (Wall.) Decne.,Gongronema,napalense (Wall.) Decne.,,,,,,,,Inactive,153,Apocynaceae,Gongronema napalense,Gongronema napalense,97744-1,97744-1,Species
197,Gonioma kamassi E. Mey.,Gonioma,kamassi E. Mey.,Yes,Yes,156,,,,,,,Apocynaceae,Gonioma kamassi,Gonioma kamassi,79133-1,79133-1,Species
198,Gonioma malagasy Markgr. & Boiteau,Gonioma,malagasy Markgr. & Boiteau,Yes,Yes,155,,,,,Inactive,155,Apocynaceae,Gonioma malagasy,Gonioma malagasy,79134-1,79134-1,Species
199,Gymnema decaisneanum Wight,Gymnema,decaisneanum Wight,Yes,Yes,158,,,,,,,Apocynaceae,Gymnema decaisneanum,Gymnema decaisneanum,98158-1,98158-1,Species
200,Gymnema elegans Wight & Arn.,Gymnema,elegans Wight & Arn.,Yes,Yes,158,,,,,,,Apocynaceae,Gymnema elegans,Gymnema elegans,98160-1,98160-1,Species
201,Gymnema griffithii Craib,Gymnema,griffithii Craib,,,,,,,,,,Apocynaceae,Gymnema griffithii,Gymnema griffithii,98170-1,98170-1,Species
202,Gymnema inodorum (Lour.) Decne.,Gymnema,inodorum (Lour.) Decne.,,,,,,,,Active,157,Apocynaceae,Gymnema inodorum,Gymnema inodorum,98176-1,98176-1,Species
203,Gymnema latifolium Wall. ex Wight,Gymnema,latifolium Wall. ex Wight,Yes,Yes,158,,,,,,,Apocynaceae,Gymnema latifolium,Gymnema latifolium,98182-1,98182-1,Species
204,Gymnema sylvestre (Retz.) R. Br. ex Sm.,Gymnema,sylvestre (Retz.) R. Br. ex Sm.,Yes,Yes,119/158,,,,,Inactive,101,Apocynaceae,Gymnema sylvestre,Gymnema sylvestre,60454719-2,60454719-2,Species
205,Gymnema yunnanense Tsiang,Gymnema,yunnanense Tsiang,Yes,Yes,347,,,,,,,Apocynaceae,Gymnema yunnanense,Gymnema yunnanense,98238-1,98238-1,Species
206,Hancornia speciosa Gomes,Hancornia,speciosa Gomes,Yes,Yes,160,,,,,Inactive,66,Apocynaceae,Hancornia speciosa,Hancornia speciosa,328991-2,328991-2,Species
207,Haplophyton cimicidum A. DC.,Haplophyton,cimicidum A. DC.,Yes,Yes,"KN, 162",,,,,,,Apocynaceae,Haplophyton cimicidum,Haplophyton cimicidum,79244-1,79244-1,Species
208,Haplophyton crooksi (L. D. Benson) L. D. Benson,Haplophyton,crooksi (L. D. Benson) L. D. Benson,Yes,Yes,"KN, 161",,,,,,,Apocynaceae,Haplophyton crooksii,Haplophyton crooksii,117868-2,117868-2,Species
209,Hemidesmus indicus (L.) R. Br.,Hemidesmus,indicus (L.) R. Br.,Yes,Yes,"119, 335",,,,,Inactive,163,Apocynaceae,Hemidesmus indicus,Hemidesmus indicus,60443873-2,60443873-2,Species
210,Heterostemma brownii Hayata,Heterostemma,brownii Hayata,Yes,Yes,KN,,,,,,,Apocynaceae,Heterostemma brownii,Heterostemma brownii,98277-1,98277-1,Species
211,Himatanthus articulatus (Vahl) Woodson,Himatanthus,articulatus (Vahl) Woodson,Yes,Yes,30,Yes,La [19] U [23/28/54],Yes,[311],Inactive,22/29,Apocynaceae,Himatanthus articulatus,Himatanthus articulatus,122688-2,122688-2,Species
212,Himatanthus attenuatus (Benth.) Woodson,Himatanthus,attenuatus (Benth.) Woodson,Yes,Yes,43,,,,,,,Apocynaceae,Himatanthus attenuatus,Himatanthus attenuatus,122689-2,122689-2,Species
213,Himatanthus bracteatus (A. DC.) Woodson,Himatanthus,bracteatus (A. DC.) Woodson,Yes,Yes,27,Yes,B [313],Yes,B [313],,,Apocynaceae,Himatanthus bracteatus,Himatanthus bracteatus,122690-2,122690-2,Species
214,Himatanthus drasticus (Mart.) Plumel,Himatanthus,drasticus (Mart.) Plumel,Yes,Yes,31,,,,,,,Apocynaceae,Himatanthus drasticus,Himatanthus drasticus,962260-1,962260-1,Species
215,Himatanthus obovatus (Müll. Arg.) Woodson,Himatanthus,obovatus (Müll. Arg.) Woodson,,,,,,,,Inactive,66,Apocynaceae,Himatanthus obovatus,Himatanthus obovatus,122692-2,122692-2,Species
216,Himatanthus revolutus (Huber) Spina & Kin.-Gouv.,Himatanthus,revolutus (Huber) Spina & Kin.-Gouv.,,,,Yes,B [54],,,,,Apocynaceae,Himatanthus revolutus,Himatanthus revolutus,77136056-1,77136056-1,Species
217,Himatanthus tarapotensis (K. Schum. Ex Markgr.) Plumel,Himatanthus,tarapotensis (K. Schum. Ex Markgr.) Plumel,Yes,Yes,44,Yes,329,,,,,Apocynaceae,Himatanthus tarapotensis,Himatanthus tarapotensis,962262-1,962262-1,Species
218,Holarrhena congolensis Stapf,Holarrhena,congolensis Stapf,Yes,Yes,167,,,,,,,Apocynaceae,Holarrhena congolensis,Holarrhena congolensis,79294-1,79294-1,Species
219,Holarrhena curtisii King & Gamble,Holarrhena,curtisii King & Gamble,Yes,Yes,168,,,,,,,Apocynaceae,Holarrhena curtisii,Holarrhena curtisii,79297-1,79297-1,Species
220,Holarrhena floribunda (G. Don) T. Durand & Schinz,Holarrhena,floribunda (G. Don) T. Durand & Schinz,Yes,Yes,"KN, 166",Yes,[200],,,,,Apocynaceae,Holarrhena floribunda,Holarrhena floribunda,79302-1,79302-1,Species
221,Holarrhena mitis (Vahl) R. Br. Ex Roem. & Schult.,Holarrhena,mitis (Vahl) R. Br. Ex Roem. & Schult.,Yes,Yes,KN,,,,,,,Apocynaceae,Holarrhena mitis,Holarrhena mitis,79311-1,79311-1,Species
222,Holarrhena pubescens Wal. ex G. Don,Holarrhena,pubescens Wal. ex G. Don,Yes,Yes,"KN, 36, 330",Yes,R [125] [325],Yes,[79],Active,36,Apocynaceae,Holarrhena pubescens,Holarrhena pubescens,79318-1,79318-1,Species
223,Hoodia gordonii (Masson) Sweet ex Decne.,Hoodia,gordonii (Masson) Sweet ex Decne.,Yes,Yes,169,,,,,,,Apocynaceae,Hoodia gordonii,Hoodia gordonii,98342-1,98342-1,Species
224,Hoya carnosa (L.f.) R.Br.,Hoya,carnosa (L.f.) R.Br.,,,,,,,,,,Apocynaceae,Hoya carnosa,Hoya carnosa,107308-3,107308-3,Species
225,Hoya kerrii Craib,Hoya,kerrii Craib,,,,,,,,,,Apocynaceae,Hoya kerrii,Hoya kerrii,98512-1,98512-1,Species
226,Hoya longifolia Wall. ex Wight,Hoya,longifolia Wall. ex Wight,,,,,,,,,,Apocynaceae,Hoya longifolia,Hoya longifolia,98543-1,98543-1,Species
227,Hoya verticillata var. verticillata,Hoya,verticillata var. verticillata,Yes,Yes,170,,,,,,,Apocynaceae,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,77173117-1,Variety
228,Hunteria congolana Pichon,Hunteria,congolana Pichon,Yes,Yes,KN,,,,,,,Apocynaceae,Hunteria congolana,Hunteria congolana,79342-1,79342-1,Species
229,Hunteria umbellata (K. Schum.) Hallier f.,Hunteria,umbellata (K. Schum.) Hallier f.,Yes,Yes,"KN, 286",Yes,SB [147],,,Active,147,Apocynaceae,Hunteria umbellata,Hunteria umbellata,79368-1,79368-1,Species
230,Hunteria zeylanica (Retz.) Gardner ex Thwaites,Hunteria,zeylanica (Retz.) Gardner ex Thwaites,Yes,Yes,171,,,,,Active,171,Apocynaceae,Hunteria zeylanica,Hunteria zeylanica,79369-1,79369-1,Species
231,Ichnocarpus frutescens,Ichnocarpus,frutescens,Yes,Yes,172,,,Yes,[79],,,Apocynaceae,Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species
232,Ischnolepis natalensis (Schltr.) Venter,Ischnolepis,natalensis (Schltr.) Venter,Yes,Yes,144,,,,,,,Apocynaceae,Ischnolepis natalensis,Ischnolepis natalensis,20003295-1,20003295-1,Species
233,Jasminanthes mucronata (Blanco) W.D.Stevens & P.T.Li,Jasminanthes,mucronata (Blanco) W.D.Stevens & P.T.Li,Yes,Yes,"342, 343, 344, 345",,,,,,,Apocynaceae,Jasminanthes mucronata,Jasminanthes mucronata,982441-1,982441-1,Species
234,Kanahia laniflora (Forssk.) R. Br.,Kanahia,laniflora (Forssk.) R. Br.,,,,,,,,Inactive,173,Apocynaceae,Kanahia laniflora,Kanahia laniflora,98887-1,98887-1,Species
235,Kibatalia gitingensis (Elmer) Woodson,Kibatalia,gitingensis (Elmer) Woodson,Yes,Yes,KN,,,,,,,Apocynaceae,Kibatalia gitingensis,Kibatalia gitingensis,79454-1,79454-1,Species
236,Kibatalia laurifolia (Ridl.) Woodson,Kibatalia,laurifolia (Ridl.) Woodson,Yes,Yes,174,,,,,,,Apocynaceae,Kibatalia laurifolia,Kibatalia laurifolia,79456-1,79456-1,Species
237,Kibatalia macrophylla (Pierre ex Hua) Woodson,Kibatalia,macrophylla (Pierre ex Hua) Woodson,Yes,Yes,277,,,,,,,Apocynaceae,Kibatalia macrophylla,Kibatalia macrophylla,79460-1,79460-1,Species
238,Kopsia arborea Blume,Kopsia,arborea Blume,Yes,Yes,177,,,,,,,Apocynaceae,Kopsia arborea,Kopsia arborea,79490-1,79490-1,Species
239,Kopsia dasyrachis Ridl.,Kopsia,dasyrachis Ridl.,Yes,Yes,176,,,,,Active,113,Apocynaceae,Kopsia dasyrachis,Kopsia dasyrachis,79494-1,79494-1,Species
240,Kopsia deverrei L. Allorge,Kopsia,deverrei L. Allorge,Yes,Yes,187,,,,,,,Apocynaceae,Kopsia deverrei,Kopsia deverrei,929492-1,929492-1,Species
241,Kopsia flavida Blume,Kopsia,flavida Blume,Yes,Yes,183,,,,,,,Apocynaceae,Kopsia flavida,Kopsia flavida,79496-1,79496-1,Species
242,Kopsia fruticosa (Roxb.) A. DC.,Kopsia,fruticosa (Roxb.) A. DC.,Yes,Yes,"KN, 79, 90",Yes,[79],,,Active,90,Apocynaceae,Kopsia fruticosa,Kopsia fruticosa,79497-1,79497-1,Species
243,Kopsia grandifolia D. J. Middleton,Kopsia,grandifolia D. J. Middleton,Yes,Yes,186,,,,,,,Apocynaceae,Kopsia grandifolia,Kopsia grandifolia,60436655-2,60436655-2,Species
244,Kopsia griffithii King & Gamble,Kopsia,griffithii King & Gamble,Yes,Yes,179,,,,,,,Apocynaceae,Kopsia griffithii,Kopsia griffithii,79499-1,79499-1,Species
245,Kopsia hainanensis Tsiang,Kopsia,hainanensis Tsiang,Yes,Yes,178,,,,,,,Apocynaceae,Kopsia hainanensis,Kopsia hainanensis,79500-1,79500-1,Species
246,Kopsia lapidilecta Sleesen,Kopsia,lapidilecta Sleesen,Yes,Yes,189,,,,,,,Apocynaceae,Kopsia lapidilecta,Kopsia lapidilecta,79507-1,79507-1,Species
247,Kopsia larutensis King & Gamble,Kopsia,larutensis King & Gamble,Yes,Yes,182,,,,,,,Apocynaceae,Kopsia larutensis,Kopsia larutensis,60436658-2,60436658-2,Species
248,Kopsia macrophylla Hook. f.,Kopsia,macrophylla Hook. f.,Yes,Yes,"KN, 188",,,,,,,Apocynaceae,Kopsia macrophylla,Kopsia macrophylla,79511-1,79511-1,Species
249,Kopsia pauciflora Hook. f.,Kopsia,pauciflora Hook. f.,Yes,Yes,180,,,,,,,Apocynaceae,Kopsia pauciflora,Kopsia pauciflora,79516-1,79516-1,Species
250,Kopsia profunda Markgr.,Kopsia,profunda Markgr.,Yes,Yes,185,,,,,,,Apocynaceae,Kopsia profunda,Kopsia profunda,79519-1,79519-1,Species
251,Kopsia singapurensis Ridl.,Kopsia,singapurensis Ridl.,Yes,Yes,"KN, 184",,,,,,,Apocynaceae,Kopsia singapurensis,Kopsia singapurensis,79524-1,79524-1,Species
252,Kopsia tenuis Leenh. & Steems,Kopsia,tenuis Leenh. & Steems,Yes,Yes,181,,,,,,,Apocynaceae,Kopsia tenuis,Kopsia tenuis,79526-1,79526-1,Species
253,Kopsia teoi L. Allorge,Kopsia,teoi L. Allorge,Yes,Yes,175,,,,,,,Apocynaceae,Kopsia teoi,Kopsia teoi,972022-1,972022-1,Species
254,Lacmellea panamensis (Woodson) Markgr.,Lacmellea,panamensis (Woodson) Markgr.,,,,,,,,Inactive,303,Apocynaceae,Lacmellea panamensis,Lacmellea panamensis,134499-2,134499-2,Species
255,Landolphia buchananii (Hallier f.) Stapf,Landolphia,buchananii (Hallier f.) Stapf,,,,Yes,L [102],,,,,Apocynaceae,Landolphia buchananii,Landolphia buchananii,79582-1,79582-1,Species
256,Landolphia dulcis (Sabine ex G. Don) Pichon,Landolphia,dulcis (Sabine ex G. Don) Pichon,,,,,,,,Inactive,192,Apocynaceae,Landolphia dulcis,Landolphia dulcis,79607-1,79607-1,Species
