,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
689,Dimetia capitellata (Wall. ex G. Don) Neupane & N. Wikstr.,Dimetia,capitellata (Wall. ex G. Don) Neupane & N. Wikstr.,1.0,1.0,100,,,,,,,Rubiaceae,Dimetia capitellata,Dimetia capitellata,77147276-1,77147276-1,Species,Manual
691,Diplospora dubia (Lindl.) Masa.,Diplospora,dubia (Lindl.) Masa.,1.0,1.0,174,,,,,,,Rubiaceae,Diplospora dubia,Diplospora dubia,748497-1,748497-1,Species,Manual
692,Diyaminauclea zeylanica (Hook.f.) Ridsdale,Diyaminauclea,zeylanica (Hook.f.) Ridsdale,1.0,1.0,218,,,,,,,Rubiaceae,Diyaminauclea zeylanica,Diyaminauclea zeylanica,748568-1,748568-1,Species,Manual
694,Duroia macrophylla Huber,Duroia,macrophylla Huber,1.0,1.0,70,,,,,,,Rubiaceae,Duroia macrophylla,Duroia macrophylla,86140-2,86140-2,Species,Manual
695,Edrastima uniflora (L.) Raf.,Edrastima,uniflora (L.) Raf.,1.0,1.0,99,,,,,,,Rubiaceae,Edrastima uniflora,Edrastima uniflora,60467434-2,60467434-2,Species,Manual
697,Elaeagia myriantha (Standl.) C. M. Taylor & Hammel,Elaeagia,myriantha (Standl.) C. M. Taylor & Hammel,1.0,1.0,68,,,,,,,Rubiaceae,Elaeagia myriantha,Elaeagia myriantha,975424-1,975424-1,Species,Manual
698,Elaeagia nitidifolia Dwyer,Elaeagia,nitidifolia Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Elaeagia nitidifolia,Elaeagia nitidifolia,88967-2,88967-2,Species,Manual
699,Emmenopterys henryi Oliv.,Emmenopterys,henryi Oliv.,1.0,1.0,71,,,,,,,Rubiaceae,Emmenopterys henryi,Emmenopterys henryi,748742-1,748742-1,Species,Manual
700,Eumachia cymuligera (Müll. Arg.) C. M. Taylor & Razafim,Eumachia,cymuligera (Müll. Arg.) C. M. Taylor & Razafim,1.0,1.0,72/102,,,,,,,Rubiaceae,Eumachia cymuligera,Eumachia cymuligera,77164450-1,77164450-1,Species,Manual
701,Eumachia depauperata (Müll.Arg.) M.R.V.Barbosa & M.S.Pereira,Eumachia,depauperata (Müll.Arg.) M.R.V.Barbosa & M.S.Pereira,1.0,1.0,72,,,,,,,Rubiaceae,Eumachia depauperata,Eumachia depauperata,77164451-1,77164451-1,Species,Manual
702,"Eumachia forsteriana (A. Gray) Barrabé, C. M. Taylor & Razafim.",Eumachia,"forsteriana (A. Gray) Barrabé, C. M. Taylor & Razafim.",1.0,1.0,72/164,,,,,,,Rubiaceae,Eumachia forsteriana,Eumachia forsteriana,77164469-1,77164469-1,Species,Manual
703,"Eumachia frutescens (C. T. White) Barrabé, C. M. Taylor & Razafim.",Eumachia,"frutescens (C. T. White) Barrabé, C. M. Taylor & Razafim.",1.0,1.0,72/113,,,,,,,Rubiaceae,Eumachia frutescens,Eumachia frutescens,77164470-1,77164470-1,Species,Manual
704,"Eumachia leptothyrsa (Miq.) Barrabé, C.M.Taylor & Razafim.",Eumachia,"leptothyrsa (Miq.) Barrabé, C.M.Taylor & Razafim.",1.0,1.0,72,,,,,,,Rubiaceae,Eumachia leptothyrsa,Eumachia leptothyrsa,77164477-1,77164477-1,Species,Manual
705,"Eumachia lyciiflora (Baill.) Barrabé, C. M. Taylor & Razafim.",Eumachia,"lyciiflora (Baill.) Barrabé, C. M. Taylor & Razafim.",1.0,1.0,72/102,,,,,,,Rubiaceae,Eumachia lyciiflora,Eumachia lyciiflora,77164484-1,77164484-1,Species,Manual
706,"Eumachia oleoides (Baill.) Barrabé, C. M. Taylor & Razafim.",Eumachia,"oleoides (Baill.) Barrabé, C. M. Taylor & Razafim.",1.0,1.0,72/102,,,,,,,Rubiaceae,Eumachia oleoides,Eumachia oleoides,77164489-1,77164489-1,Species,Manual
707,Eumachia rostrata (Blume) I. M. Turner,Eumachia,rostrata (Blume) I. M. Turner,1.0,1.0,72/162,,,,,,,Rubiaceae,Eumachia rostrata,Eumachia rostrata,77195625-1,77195625-1,Species,Manual
709,Exallage auricularia (L.) Bremek.,Exallage,auricularia (L.) Bremek.,1.0,1.0,99,,,,,,,Rubiaceae,Exallage auricularia,Exallage auricularia,748862-1,748862-1,Species,Manual
710,Exallage chrysotricha (Palib.) Neupane & N. Wikstr.,Exallage,chrysotricha (Palib.) Neupane & N. Wikstr.,1.0,1.0,101,,,,,,,Rubiaceae,Exallage chrysotricha,Exallage chrysotricha,77147284-1,77147284-1,Species,Manual
712,Fadogia cienkowskii Schweinf.,Fadogia,cienkowskii Schweinf.,1.0,1.0,75,1.0,75,1.0,75,1.0,75,Rubiaceae,Fadogia cienkowskii,Fadogia cienkowskii,748960-1,748960-1,Species,Manual
713,Fadogia homblei De Wild.,Fadogia,homblei De Wild.,1.0,1.0,218,,,,,,,Rubiaceae,Fadogia homblei,Fadogia homblei,748979-1,748979-1,Species,Manual
715,Faramea occidentalis (L.) A. Rich.,Faramea,occidentalis (L.) A. Rich.,1.0,1.0,77,,,,,0.0,158,Rubiaceae,Faramea occidentalis,Faramea occidentalis,1187456-2,1187456-2,Species,Manual
717,Feretia apodanthera Delile,Feretia,apodanthera Delile,1.0,1.0,78,1.0,25/135,,,1.0,186,Rubiaceae,Feretia apodanthera,Feretia apodanthera,749328-1,749328-1,Species,Manual
719,Galianthe ramosa E. L. Cabral.,Galianthe,ramosa E. L. Cabral.,1.0,1.0,79,,,,,,,Rubiaceae,Galianthe ramosa,Galianthe ramosa,300555-2,300555-2,Species,Manual
720,Galianthe thalictroides (K. Schum.) E. L. Cabral,Galianthe,thalictroides (K. Schum.) E. L. Cabral,1.0,1.0,80,,,,,,,Rubiaceae,Galianthe thalictroides,Galianthe thalictroides,963762-1,963762-1,Species,Manual
721,Galiniera saxifraga (Hochst.) Bridson,Galiniera,saxifraga (Hochst.) Bridson,1.0,1.0,81,,,,,,,Rubiaceae,Galiniera saxifraga,Galiniera saxifraga,945333-1,945333-1,Species,Manual
722,Galium aparine L.,Galium,aparine L.,1.0,1.0,"KN, 82",,,,,,,Rubiaceae,Galium aparine,Galium aparine,30007294-2,30007294-2,Species,Manual
723,Galium mollugo L.,Galium,mollugo L.,1.0,1.0,82,,,,,,,Rubiaceae,Galium mollugo,Galium mollugo,750253-1,750253-1,Species,Manual
724,Galium verum L.,Galium,verum L.,1.0,1.0,82,,,,,,,Rubiaceae,Galium verum,Galium verum,750829-1,750829-1,Species,Manual
733,Genipa americana L.,Genipa,americana L.,1.0,1.0,68,1.0,"88, 209",,,,,Rubiaceae,Genipa americana,Genipa americana,751331-1,751331-1,Species,Manual
734,Geophila macropoda (Ruiz & Pav.) DC.,Geophila,macropoda (Ruiz & Pav.) DC.,1.0,1.0,72,,,,,,,Rubiaceae,Geophila macropoda,Geophila macropoda,1080914-2,1080914-2,Species,Manual
736,Gonzalagunia ovatifolia (Donn. Sm.) B. L. Rob.,Gonzalagunia,ovatifolia (Donn. Sm.) B. L. Rob.,1.0,1.0,68,,,,,,,Rubiaceae,Gonzalagunia ovatifolia,Gonzalagunia ovatifolia,112521-2,112521-2,Species,Manual
737,Gonzalagunia panamensis (Cav.) K. Schum.,Gonzalagunia,panamensis (Cav.) K. Schum.,1.0,1.0,68,,,,,,,Rubiaceae,Gonzalagunia panamensis,Gonzalagunia panamensis,30107991-2,30107991-2,Species,Manual
738,Gonzalagunia rosea Standl.,Gonzalagunia,rosea Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Gonzalagunia rosea,Gonzalagunia rosea,112530-2,112530-2,Species,Manual
739,Gonzalagunia rudis (Standl.) Standl.,Gonzalagunia,rudis (Standl.) Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Gonzalagunia rudis,Gonzalagunia rudis,112531-2,112531-2,Species,Manual
740,Gonzalagunia stenostachya (Standl.) W. C. Burger,Gonzalagunia,stenostachya (Standl.) W. C. Burger,1.0,1.0,68,,,,,,,Rubiaceae,Gonzalagunia stenostachya,Gonzalagunia stenostachya,975248-1,975248-1,Species,Manual
741,Greeniopsis sibuyanensis Elmer,Greeniopsis,sibuyanensis Elmer,1.0,1.0,219,,,,,,,Rubiaceae,Greeniopsis sibuyanensis,Greeniopsis sibuyanensis,751635-1,751635-1,Species,Manual
743,Guettarda calyptrata A. Rich.,Guettarda,calyptrata A. Rich.,1.0,1.0,95,,,,,,,Rubiaceae,Guettarda calyptrata,Guettarda calyptrata,114492-2,114492-2,Species,Manual
744,Guettarda elliptica Sw.,Guettarda,elliptica Sw.,1.0,1.0,96,,,,,,,Rubiaceae,Guettarda elliptica,Guettarda elliptica,114528-2,114528-2,Species,Manual
745,Guettarda heterosepala Guillaumin,Guettarda,heterosepala Guillaumin,1.0,1.0,93,,,,,,,Rubiaceae,Guettarda heterosepala,Guettarda heterosepala,751948-1,751948-1,Species,Manual
746,Guettarda platypoda DC.,Guettarda,platypoda DC.,1.0,1.0,220,,,,,,,Rubiaceae,Guettarda platypoda,Guettarda platypoda,752026-1,752026-1,Species,Manual
747,Guettarda speciosa L.,Guettarda,speciosa L.,1.0,1.0,92,1.0,89,,,0.0,89,Rubiaceae,Guettarda speciosa,Guettarda speciosa,752069-1,752069-1,Species,Manual
748,Guettarda trimera Guillaumin,Guettarda,trimera Guillaumin,1.0,1.0,90,,,,,,,Rubiaceae,Guettarda trimera,Guettarda trimera,752093-1,752093-1,Species,Manual
749,Guettarda uruguensis Cham. & Schltdl.,Guettarda,uruguensis Cham. & Schltdl.,1.0,1.0,94,,,,,,,Rubiaceae,Guettarda uruguensis,Guettarda uruguensis,114647-2,114647-2,Species,Manual
750,Gyrostipula foveolata (Capuron) J.-F. Leroy,Gyrostipula,foveolata (Capuron) J.-F. Leroy,1.0,1.0,39,,,,,,,Rubiaceae,Gyrostipula foveolata,Gyrostipula foveolata,752146-1,752146-1,Species,Manual
751,Hamelia axillaris Sw.,Hamelia,axillaris Sw.,1.0,1.0,7,1.0,209,,,,,Rubiaceae,Hamelia axillaris,Hamelia axillaris,117176-2,117176-2,Species,Manual
752,Hamelia barbata Standl.,Hamelia,barbata Standl.,1.0,1.0,96,,,,,,,Rubiaceae,Hamelia barbata,Hamelia barbata,117178-2,117178-2,Species,Manual
753,Hamelia calycosa Donn. Sm.,Hamelia,calycosa Donn. Sm.,1.0,1.0,68,,,,,,,Rubiaceae,Hamelia calycosa,Hamelia calycosa,117182-2,117182-2,Species,Manual
754,Hamelia magnifolia Wernham,Hamelia,magnifolia Wernham,1.0,1.0,221,,,,,,,Rubiaceae,Hamelia magnifolia,Hamelia magnifolia,117197-2,117197-2,Species,Manual
755,Hamelia patens Jacq.,Hamelia,patens Jacq.,1.0,1.0,"68, 222",1.0,"97, 209",,,,,Rubiaceae,Hamelia patens,Hamelia patens,752194-1,752194-1,Species,Manual
756,Hamelia sanguinea Elias,Hamelia,sanguinea Elias,1.0,1.0,68,,,,,,,Rubiaceae,Hamelia sanguinea,Hamelia sanguinea,297071-2,297071-2,Species,Manual
757,Hamelia xerocarpa Kuntze,Hamelia,xerocarpa Kuntze,1.0,1.0,68,,,,,,,Rubiaceae,Hamelia xerocarpa,Hamelia xerocarpa,117219-2,117219-2,Species,Manual
758,Heinsia crinita (Wennberg) G. Taylor,Heinsia,crinita (Wennberg) G. Taylor,1.0,1.0,103/226,,,,,0.0,103,Rubiaceae,Heinsia crinita,Heinsia crinita,753022-1,753022-1,Species,Manual
759,Hexasepalum scandens (Sw.) J. H. Kirkbr. & Delprete,Hexasepalum,scandens (Sw.) J. H. Kirkbr. & Delprete,1.0,1.0,69,,,,,,,Rubiaceae,Hexasepalum scandens,Hexasepalum scandens,77154344-1,77154344-1,Species,Manual
760,Hillia palmana Standl.,Hillia,palmana Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Hillia palmana,Hillia palmana,122675-2,122675-2,Species,Manual
761,Hillia panamensis Standl.,Hillia,panamensis Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Hillia panamensis,Hillia panamensis,122676-2,122676-2,Species,Manual
762,Hillia tetrandra Sw.,Hillia,tetrandra Sw.,1.0,1.0,68,,,,,,,Rubiaceae,Hillia tetrandra,Hillia tetrandra,753106-1,753106-1,Species,Manual
763,Hillia triflora (Oerst.) C. M. Taylor,Hillia,triflora (Oerst.) C. M. Taylor,1.0,1.0,68,,,,,,,Rubiaceae,Hillia triflora,Hillia triflora,947182-1,947182-1,Species,Manual
764,Himalrandia tetrasperma (Wall. ex Roxb.) T. Yamaz,Himalrandia,tetrasperma (Wall. ex Roxb.) T. Yamaz,1.0,1.0,111,,,,,,,Rubiaceae,Himalrandia tetrasperma,Himalrandia tetrasperma,753117-1,753117-1,Species,Manual
765,Hintonia latiflora (Sessé & Moc. ex DC.) Bullock,Hintonia,latiflora (Sessé & Moc. ex DC.) Bullock,1.0,1.0,74,1.0,"74, 209",,,1.0,112/196,Rubiaceae,Hintonia latiflora,Hintonia latiflora,122717-2,122717-2,Species,Manual
767,Hoffmannia bullata L. O. Williams,Hoffmannia,bullata L. O. Williams,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia bullata,Hoffmannia bullata,123236-2,123236-2,Species,Manual
768,Hoffmannia cercidifolia Dwyer,Hoffmannia,cercidifolia Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia cercidifolia,Hoffmannia cercidifolia,123240-2,123240-2,Species,Manual
769,Hoffmannia congesta (Oerst.) Dwyer,Hoffmannia,congesta (Oerst.) Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia congesta,Hoffmannia congesta,975249-1,975249-1,Species,Manual
770,Hoffmannia longepetiolata Pol.,Hoffmannia,longepetiolata Pol.,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia longepetiolata,Hoffmannia longepetiolata,753217-1,753217-1,Species,Manual
772,Hoffmannia morii Dwyer,Hoffmannia,morii Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia morii,Hoffmannia morii,123289-2,123289-2,Species,Manual
773,Hoffmannia pittieri Standl.,Hoffmannia,pittieri Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia pittieri,Hoffmannia pittieri,123310-2,123310-2,Species,Manual
774,Hoffmannia psychotriifolia (Benth.) Griseb.,Hoffmannia,psychotriifolia (Benth.) Griseb.,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia psychotriifolia,Hoffmannia psychotriifolia,753249-1,753249-1,Species,Manual
776,Hoffmannia vesciculifera Standl.,Hoffmannia,vesciculifera Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia vesciculifera,Hoffmannia vesciculifera,123343-2,123343-2,Species,Manual
777,Hoffmannia viridis Rusby,Hoffmannia,viridis Rusby,1.0,1.0,68,,,,,,,Rubiaceae,Hoffmannia viridis,Hoffmannia viridis,123345-2,123345-2,Species,Manual
778,Hydnophytum formicarum Jack,Hydnophytum,formicarum Jack,1.0,1.0,114,,,,,,,Rubiaceae,Hydnophytum formicarum,Hydnophytum formicarum,753446-1,753446-1,Species,Manual
779,Hymenodictyon floribundum (Hochst. & Steud.) B. L. Rob.,Hymenodictyon,floribundum (Hochst. & Steud.) B. L. Rob.,1.0,1.0,223,,,,,0.0,115,Rubiaceae,Hymenodictyon floribundum,Hymenodictyon floribundum,753550-1,753550-1,Species,Manual
782,Hymenodictyon pachyantha K. Krause,Hymenodictyon,pachyantha K. Krause,1.0,1.0,117,,,,,,,Rubiaceae,Hymenodictyon pachyantha,Hymenodictyon pachyantha,753564-1,753564-1,Species,Manual
784,Isertia coccinea (Aubl.) J. F. Gmel.,Isertia,coccinea (Aubl.) J. F. Gmel.,1.0,1.0,119,,,,,,,Rubiaceae,Isertia coccinea,Isertia coccinea,30281446-2,30281446-2,Species,Manual
785,Isertia haenkeana DC.,Isertia,haenkeana DC.,1.0,1.0,68/118,1.0,209,,,,,Rubiaceae,Isertia haenkeana,Isertia haenkeana,753632-1,753632-1,Species,Manual
786,Isertia hypoleuca Benth.,Isertia,hypoleuca Benth.,1.0,1.0,"68, 224",1.0,"31, 209",,,0.0,31,Rubiaceae,Isertia hypoleuca,Isertia hypoleuca,753635-1,753635-1,Species,Manual
787,Isertia laevis (Triana) B. M. Boom,Isertia,laevis (Triana) B. M. Boom,1.0,1.0,68,,,,,,,Rubiaceae,Isertia laevis,Isertia laevis,278892-2,278892-2,Species,Manual
788,Ixora amplexicaulis Gillespie,Ixora,amplexicaulis Gillespie,1.0,1.0,105,,,,,,,Rubiaceae,Ixora amplexicaulis,Ixora amplexicaulis,753703-1,753703-1,Species,Manual
789,Ixora brevifolia Benth.,Ixora,brevifolia Benth.,1.0,1.0,106,,,,,,,Rubiaceae,Ixora brevifolia,Ixora brevifolia,315603-2,315603-2,Species,Manual
790,Ixora chinensis Lam.,Ixora,chinensis Lam.,1.0,1.0,109,,,,,,,Rubiaceae,Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species,Manual
791,Ixora coccinea L.,Ixora,coccinea L.,1.0,1.0,108,,,,,,,Rubiaceae,Ixora coccinea,Ixora coccinea,753844-1,753844-1,Species,Manual
792,Ixora pavetta Andrews,Ixora,pavetta Andrews,1.0,1.0,110,,,,,,,Rubiaceae,Ixora pavetta,Ixora pavetta,754326-1,754326-1,Species,Manual
793,Ixora undulata Roxb. ex Sm.,Ixora,undulata Roxb. ex Sm.,1.0,1.0,"107, 259",,,,,,,Rubiaceae,Ixora undulata,Ixora undulata,754544-1,754544-1,Species,Manual
795,Joosia panamensis Dwyer,Joosia,panamensis Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Joosia panamensis,Joosia panamensis,131692-2,131692-2,Species,Manual
798,Keetia multiflora (Schumach. & Thonn.) Bridson,Keetia,multiflora (Schumach. & Thonn.) Bridson,1.0,1.0,21,,,,,1.0,21,Rubiaceae,Keetia multiflora,Keetia multiflora,943151-1,943151-1,Species,Manual
801,Khasiaclunea oligocephala (Havil.) Ridsdale,Khasiaclunea,oligocephala (Havil.) Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Khasiaclunea oligocephala,Khasiaclunea oligocephala,754656-1,754656-1,Species,Manual
802,Kohautia aspera (B. Heyne ex Roth) Bremek.,Kohautia,aspera (B. Heyne ex Roth) Bremek.,1.0,1.0,122,,,,,,,Rubiaceae,Kohautia aspera,Kohautia aspera,754709-1,754709-1,Species,Manual
804,Ladenbergia bullata (Wedd.) Standl.,Ladenbergia,bullata (Wedd.) Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Ladenbergia bullata,Ladenbergia bullata,134593-2,134593-2,Species,Manual
807,Ladenbergia hexandra (Pohl) Klotzsch,Ladenbergia,hexandra (Pohl) Klotzsch,1.0,1.0,123,1.0,209,,,,,Rubiaceae,Ladenbergia hexandra,Ladenbergia hexandra,754828-1,754828-1,Species,Manual
809,Ladenbergia macrocarpa (Vahl) Klotzsch,Ladenbergia,macrocarpa (Vahl) Klotzsch,1.0,1.0,68,1.0,209,,,,,Rubiaceae,Ladenbergia macrocarpa,Ladenbergia macrocarpa,1215741-2,1215741-2,Species,Manual
811,Ladenbergia oblongifolia (Humb. ex Mutis) L. Andersson,Ladenbergia,oblongifolia (Humb. ex Mutis) L. Andersson,1.0,1.0,102,1.0,31,,,0.0,31,Rubiaceae,Ladenbergia oblongifolia,Ladenbergia oblongifolia,1106418-2,1106418-2,Species,Manual
813,Leptactina densiflora Hook.f.,Leptactina,densiflora Hook.f.,1.0,1.0,225,,,,,,,Rubiaceae,Leptactina densiflora,Leptactina densiflora,755237-1,755237-1,Species,Manual
814,Lerchea bracteata Valeton,Lerchea,bracteata Valeton,1.0,1.0,102,,,,,,,Rubiaceae,Lerchea bracteata,Lerchea bracteata,755323-1,755323-1,Species,Manual
815,Lerchea parviflora Axelius,Lerchea,parviflora Axelius,1.0,1.0,125,,,,,,,Rubiaceae,Lerchea parviflora,Lerchea parviflora,931538-1,931538-1,Species,Manual
816,Ludekia bernardoi (Merr.) Ridsdale,Ludekia,bernardoi (Merr.) Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Ludekia bernardoi,Ludekia bernardoi,755403-1,755403-1,Species,Manual
817,Macrocnemum roseum (Ruiz & Pav.) Wedd.,Macrocnemum,roseum (Ruiz & Pav.) Wedd.,1.0,1.0,68,1.0,209,,,0.0,158,Rubiaceae,Macrocnemum roseum,Macrocnemum roseum,755513-1,755513-1,Species,Manual
818,Manettia coccinea (aubl.) Forsyth f.,Manettia,coccinea (aubl.) Forsyth f.,1.0,1.0,68,,,,,,,Rubiaceae,Manettia coccinea,Manettia coccinea,755646-1,755646-1,Species,Manual
820,Manettia reclinata L.,Manettia,reclinata L.,1.0,1.0,68,,,,,,,Rubiaceae,Manettia reclinata,Manettia reclinata,755756-1,755756-1,Species,Manual
821,Massularia acuminata (G. Don) Bullock ex Hoyle,Massularia,acuminata (G. Don) Bullock ex Hoyle,1.0,1.0,127,,,,,1.0,127,Rubiaceae,Massularia acuminata,Massularia acuminata,756020-1,756020-1,Species,Manual
822,Meyna laxiflora Robyns,Meyna,laxiflora Robyns,1.0,1.0,128,,,,,,,Rubiaceae,Meyna laxiflora,Meyna laxiflora,756200-1,756200-1,Species,Manual
823,Mitracarpus hirtus (L.) DC.,Mitracarpus,hirtus (L.) DC.,1.0,1.0,130,1.0,129,,,0.0,129,Rubiaceae,Mitracarpus hirtus,Mitracarpus hirtus,756228-1,756228-1,Species,Manual
825,Mitragyna diversifolia (Wall. ex. G. Don) Havil.,Mitragyna,diversifolia (Wall. ex. G. Don) Havil.,1.0,1.0,102,,,,,,,Rubiaceae,Mitragyna diversifolia,Mitragyna diversifolia,756293-1,756293-1,Species,Manual
826,Mitragyna hirsuta Havil.,Mitragyna,hirsuta Havil.,1.0,1.0,"KN, 39",,,,,,,Rubiaceae,Mitragyna hirsuta,Mitragyna hirsuta,756294-1,756294-1,Species,Manual
827,Mitragyna inermis (Willd.) Kuntze,Mitragyna,inermis (Willd.) Kuntze,1.0,1.0,54,1.0,60/62/135/207,,,1.0,61,Rubiaceae,Mitragyna inermis,Mitragyna inermis,756296-1,756296-1,Species,Manual
828,Mitragyna ledermannii (K. Krause) Ridsdale,Mitragyna,ledermannii (K. Krause) Ridsdale,1.0,1.0,39,1.0,131,,,0.0,131,Rubiaceae,Mitragyna ledermannii,Mitragyna ledermannii,756298-1,756298-1,Species,Manual
829,Mitragyna parvifolia (Roxb.) Korth.,Mitragyna,parvifolia (Roxb.) Korth.,1.0,1.0,102,,,,,,,Rubiaceae,Mitragyna parvifolia,Mitragyna parvifolia,756300-1,756300-1,Species,Manual
830,Mitragyna rotundifolia (Roxb.) Kuntze,Mitragyna,rotundifolia (Roxb.) Kuntze,1.0,1.0,KN,,,,,,,Rubiaceae,Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,756301-1,Species,Manual
831,Mitragyna rubrostipulata (K. Schum.) Havil.,Mitragyna,rubrostipulata (K. Schum.) Havil.,1.0,1.0,39,1.0,205,,,0.0,"133, 205",Rubiaceae,Mitragyna rubrostipulata,Mitragyna rubrostipulata,756302-1,756302-1,Species,Manual
832,Mitragyna speciosa Korth.,Mitragyna,speciosa Korth.,1.0,1.0,55,,,,,,,Rubiaceae,Mitragyna speciosa,Mitragyna speciosa,756303-1,756303-1,Species,Manual
833,Mitragyna stipulosa (DC.) Kuntze,Mitragyna,stipulosa (DC.) Kuntze,1.0,1.0,137,1.0,62,,,,,Rubiaceae,Mitragyna stipulosa,Mitragyna stipulosa,756304-1,756304-1,Species,Manual
834,Mitragyna tubulosa (Arn.) Kuntze,Mitragyna,tubulosa (Arn.) Kuntze,1.0,1.0,136,,,,,,,Rubiaceae,Mitragyna tubulosa,Mitragyna tubulosa,756305-1,756305-1,Species,Manual
836,Morinda chrysorhiza (Thonn.) DC.,Morinda,chrysorhiza (Thonn.) DC.,1.0,1.0,57,1.0,56/62,,,0.0,140,Rubiaceae,Morinda chrysorhiza,Morinda chrysorhiza,756356-1,756356-1,Species,Manual
837,Morinda citrifolia L.,Morinda,citrifolia L.,1.0,1.0,KN,1.0,"L, F, SB [198] [206]",,,0.0,30,Rubiaceae,Morinda citrifolia,Morinda citrifolia,756359-1,756359-1,Species,Manual
838,Morinda lucida Benth.,Morinda,lucida Benth.,1.0,1.0,58,1.0,24/202/203/204/207,1.0,24,1.0,24/194,Rubiaceae,Morinda lucida,Morinda lucida,756419-1,756419-1,Species,Manual
840,Mussaenda anisophylla S. Vidal,Mussaenda,anisophylla S. Vidal,1.0,1.0,148,,,,,,,Rubiaceae,Mussaenda anisophylla,Mussaenda anisophylla,756541-1,756541-1,Species,Manual
841,Mussaenda frondosa L.,Mussaenda,frondosa L.,1.0,1.0,147,,,,,,,Rubiaceae,Mussaenda frondosa,Mussaenda frondosa,756632-1,756632-1,Species,Manual
842,Mussaenda macrophylla Wall.,Mussaenda,macrophylla Wall.,1.0,1.0,149,,,,,,,Rubiaceae,Mussaenda macrophylla,Mussaenda macrophylla,756718-1,756718-1,Species,Manual
843,Mussaenda pubescens Dryand.,Mussaenda,pubescens Dryand.,1.0,1.0,227,,,,,,,Rubiaceae,Mussaenda pubescens,Mussaenda pubescens,756781-1,756781-1,Species,Manual
844,Mussaenda roxburghii Hook.f.,Mussaenda,roxburghii Hook.f.,1.0,1.0,150,,,,,,,Rubiaceae,Mussaenda roxburghii,Mussaenda roxburghii,756798-1,756798-1,Species,Manual
845,Mycetia faberi (Hemsl.) Razafim. & B. Bremer,Mycetia,faberi (Hemsl.) Razafim. & B. Bremer,1.0,1.0,102,,,,,,,Rubiaceae,Mycetia faberi,Mycetia faberi,77147262-1,77147262-1,Species,Manual
846,Mycetia longifolia (Wall.) Kuntze,Mycetia,longifolia (Wall.) Kuntze,1.0,1.0,151,,,,,,,Rubiaceae,Mycetia longifolia,Mycetia longifolia,756896-1,756896-1,Species,Manual
847,Mycetia nutans (R. Br. ex Kurz) Razafim. & B. Bremer,Mycetia,nutans (R. Br. ex Kurz) Razafim. & B. Bremer,1.0,1.0,102,,,,,,,Rubiaceae,Mycetia nutans,Mycetia nutans,77147264-1,77147264-1,Species,Manual
849,Myrmeconauclea strigosa (Korth.) Merr.,Myrmeconauclea,strigosa (Korth.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Myrmeconauclea strigosa,Myrmeconauclea strigosa,757009-1,757009-1,Species,Manual
850,Nauclea diderrichii (De Wild.) Merr.,Nauclea,diderrichii (De Wild.) Merr.,1.0,1.0,"KN, 39, 228",1.0,132,,,0.0,132,Rubiaceae,Nauclea diderrichii,Nauclea diderrichii,757089-1,757089-1,Species,Manual
851,Nauclea latifolia Sm.,Nauclea,latifolia Sm.,1.0,1.0,"39, 229",1.0,24/62/135/202/207,1.0,24/207,1.0,24/195,Rubiaceae,Nauclea latifolia,Nauclea latifolia,757144-1,757144-1,Species,Manual
852,Nauclea officinalis (Pierre ex Pit.) Merr. & Chun,Nauclea,officinalis (Pierre ex Pit.) Merr. & Chun,1.0,1.0,"39, 230",1.0,116,,,0.0,116,Rubiaceae,Nauclea officinalis,Nauclea officinalis,77078143-1,77078143-1,Species,Manual
853,Nauclea orientalis (L.) L.,Nauclea,orientalis (L.) L.,1.0,1.0,"39, 231",1.0,SB [198] [206],,,,,Rubiaceae,Nauclea orientalis,Nauclea orientalis,757181-1,757181-1,Species,Manual
854,Nauclea parva (Havil.) Merr.,Nauclea,parva (Havil.) Merr.,1.0,1.0,39,,,,,,,Rubiaceae,Nauclea parva,Nauclea parva,757196-1,757196-1,Species,Manual
